Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Airport.Code,Airport.Name,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Schedule,Purpose.of.flight,Air.carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Publication.Date,Total.People,Serious.Fatal.Injuries,Serious.Fatal.Rate,Aircraft.Destroyed,Serious.Fatal,Injury.Rate,Destroyed
20110118X70638,Accident,ERA11FA118,2011-01-18,"North Myrtle Beach, SC",United States,CRE,Grand Strand Airport,Fatal,Substantial,Airplane,N2100V,CESSNA,172S,No,1.0,Reciprocating,,Personal,Flynfish LLC,1.0,0.0,0.0,0.0,IMC,Unknown,The pilot's loss of airplane control during a missed approach due to spatial disorientation.,25-09-2020,1.0,1.0,1.0,False,1.0,1.0,False
20110222X52835,Accident,WPR11CA141,2011-01-18,"Aurora, OR",United States,UAO,Aurora State,Non-Fatal,Substantial,Airplane,N3TP,PIPER,PA-24-250,No,1.0,Reciprocating,,Personal,Phillip C. Spencer,0.0,0.0,0.0,1.0,VMC,Unknown,The pilot's failure to lower the landing gear prior to landing.,25-09-2020,1.0,0.0,0.0,False,0.0,0.0,False
20110120X01227,Accident,CEN11CA155,2011-01-19,"Houston, TX",United States,HOU,William P. Hobby Airport,Non-Fatal,Substantial,Airplane,N6187S,CESSNA,R182,No,1.0,Reciprocating,,Personal,CONVERSION AVIATION INC,0.0,0.0,0.0,1.0,VMC,Unknown,The failure of the landing gear to fully extend and lock in the down position due to the inoperative electric pump motor.,25-09-2020,1.0,0.0,0.0,False,0.0,0.0,False
20110208X20223,Accident,CEN11CA176,2011-01-19,"Pekin, IL",United States,C15,Pekin Municipal Airport,Non-Fatal,Substantial,Airplane,N5658W,PIPER,PA-28-180,No,1.0,Reciprocating,,Personal,,0.0,0.0,1.0,0.0,VMC,Unknown,"The student pilot's failure to maintain adequate airspeed during the landing approach, which resulted in an aerodynamic stall.",25-09-2020,0.0,0.0,0.0,False,0.0,0.0,False
20110123X10630,Accident,WPR11LA102,2011-01-20,"San Luis Obispo, CA",United States,SBP,San Luis County Airport,Non-Fatal,Substantial,Airplane,N8608W,PIPER,PA-28-235,No,1.0,Reciprocating,,Personal,ELLIOTT CLIFFORD R TRUSTEE,0.0,0.0,0.0,1.0,VMC,Unknown,"The loss of engine power due to the fatigue fracture of one attachment bolt for the left idler gear shaft, which resulted from an insufficient preload on both attachment bolts.",25-09-2020,1.0,0.0,0.0,False,0.0,0.0,False
20110225X41656,Accident,ERA11WA164,2011-01-21,"Rio Branco, Brazil",Brazil,SBRB,Rio Branco Airport,Non-Fatal,Substantial,Airplane,PR-RMI,CESSNA,208B,No,1.0,Turbo Prop,NSCH,Unknown,Rio Maderira Aerotaxi Ltda,0.0,0.0,0.0,2.0,Unknown,Unknown,,03-11-2020,2.0,0.0,0.0,False,0.0,0.0,False
20110309X80510,Accident,ANC11WA015,2011-01-21,"Uljin Airport, South Korea",South Korea,,,Fatal,Substantial,Airplane,HL1080,CESSNA,172,No,1.0,Unknown,,Instructional,,2.0,0.0,0.0,0.0,Unknown,Unknown,,03-11-2020,2.0,2.0,1.0,False,2.0,1.0,False
20110123X12244,Accident,WPR11FA103,2011-01-22,"Stanwood, WA",United States,,Lake Goodwin,Fatal,Substantial,Airplane,N142HF,CESSNA,T206H,No,1.0,Turbo Prop,,Personal,,1.0,0.0,0.0,1.0,VMC,Unknown,"The pilot did not confirm retraction of the landing gear before landing on water as a result of distraction. Contributing to the accident was the pilot coping with the death of a close family member in the days before the accident, which resulted in a self-reported disruption in the quality of sleep.",25-09-2020,2.0,1.0,0.5,False,1.0,0.5,False
20110125X13727,Accident,CEN11CA158,2011-01-22,"McKinney, TX",United States,KTKI,Collin County Regional Airport,Non-Fatal,Substantial,Airplane,N348ME,CESSNA,172S,No,1.0,Reciprocating,,Instructional,"Texas Aviation Support, Inc",0.0,0.0,0.0,1.0,VMC,Unknown,"The student pilot's loss of directional control during takeoff, which resulted in a runway excursion and impact with terrain.",25-09-2020,1.0,0.0,0.0,False,0.0,0.0,False
20110125X00915,Accident,CEN11CA157,2011-01-24,"Corsicana, TX",United States,CRS,Corsicana Municipal,Non-Fatal,Substantial,Airplane,N81800,AERONCA,7AC,No,1.0,Reciprocating,,Personal,FLYWITHROBERT LLC,0.0,0.0,0.0,1.0,VMC,Unknown,The student pilots failure to maintain directional control during landing.,25-09-2020,1.0,0.0,0.0,False,0.0,0.0,False
20110125X21911,Accident,ERA11CA123,2011-01-24,"Jasper, AL",United States,JFX,Walker County-Bevill Field,Non-Fatal,Substantial,Airplane,N1116C,CIRRUS DESIGN CORP,SR22,No,1.0,Reciprocating,,Personal,,0.0,0.0,0.0,2.0,VMC,Unknown,The pilot's loss of directional control on a wet runway during takeoff from a touch and go landing resulting in a runway excursion.,25-09-2020,2.0,0.0,0.0,False,0.0,0.0,False
20110125X43852,Accident,ERA11LA124,2011-01-24,"Pittsburg, PA",United States,PIT,Pittsburgh International,Non-Fatal,Substantial,Airplane,N690KY,CIRRUS DESIGN CORP,SR22,No,1.0,Reciprocating,,Personal,,0.0,0.0,0.0,2.0,VMC,Unknown,"The pilots excessive engine rpm and speed during taxi and subsequent braking, which resulted in a wheel brake fire.",25-09-2020,2.0,0.0,0.0,False,0.0,0.0,False
20110125X31518,Accident,WPR11CA106,2011-01-25,"Prescott, AZ",United States,PRC,Ernest A. Love Airport,Non-Fatal,Substantial,Airplane,N2229C,CESSNA,180,No,1.0,Reciprocating,,Personal,,0.0,0.0,0.0,1.0,VMC,Unknown,The pilot's loss of airplane control during the landing roll.,25-09-2020,1.0,0.0,0.0,False,0.0,0.0,False
20110126X71311,Accident,WPR11CA109,2011-01-26,"Helena, MT",United States,KHLN,Helena Regional Airport,Non-Fatal,Substantial,Airplane,N9067M,CESSNA,180H,No,1.0,Reciprocating,,Instructional,STATE OF MONTANA,0.0,0.0,0.0,2.0,VMC,Unknown,The certified flight instructor's loss of airplane control during the landing roll in a gusting crosswind.,25-09-2020,2.0,0.0,0.0,False,0.0,0.0,False
20110127X52438,Accident,CEN11LA161,2011-01-26,"Matador, TX",United States,,,Non-Fatal,Substantial,Airplane,N9478W,PIPER,PA-28-235,No,1.0,Reciprocating,,Personal,,0.0,1.0,0.0,1.0,VMC,Unknown,The loss of engine power during initial climb for undetermined reasons.,25-09-2020,2.0,1.0,0.5,False,1.0,0.5,False
20110128X12409,Accident,ERA11CA127,2011-01-26,"Monroeville, AL",United States,MVC,Monroe County Airport,Non-Fatal,Substantial,Airplane,N9742J,PIPER,PA28,No,1.0,Reciprocating,,Personal,Horace B. Larimore,0.0,0.0,0.0,2.0,VMC,Unknown,The pilot's failure to maintain directional control during the landing rollout.,25-09-2020,2.0,0.0,0.0,False,0.0,0.0,False
20110209X23121,Accident,ERA11WA136,2011-01-27,"Isola Fossara, Perugia, Italy",Italy,,,Fatal,Substantial,Airplane,I-AMCO,CESSNA,172,No,1.0,Reciprocating,,Personal,,1.0,0.0,0.0,0.0,IMC,Unknown,,03-11-2020,1.0,1.0,1.0,False,1.0,1.0,False
20110128X23759,Accident,CEN11LA162,2011-01-28,"Huntsville, TX",United States,UTS,Huntsville Municipal Airport,Non-Fatal,Substantial,Airplane,N8023P,PIPER,PA24,No,1.0,Reciprocating,,Personal,,0.0,0.0,0.0,2.0,VMC,Unknown,"The pilots inadequate preflight inspection to ensure the main tanks were full, which resulted in a total loss of engine power due to fuel starvation.",25-09-2020,2.0,0.0,0.0,False,0.0,0.0,False
20110201X13318,Accident,ERA11LA130,2011-01-28,"Cross City, FL",United States,,,Non-Fatal,Substantial,Airplane,N8135B,CIRRUS DESIGN CORP,SR22,No,1.0,Reciprocating,,Personal,Deep South Express LLC,0.0,0.0,0.0,1.0,VMC,Unknown,A total loss of engine power resulting from the failure of the camshaft due to fatigue cracks.  Contributing to the accident was the inadequate quality inspection of the camshaft after initial manufacture.,25-09-2020,1.0,0.0,0.0,False,0.0,0.0,False
20110202X92618,Accident,CEN11CA171,2011-01-28,"Shreveport, LA",United States,SHV,Shreveport Municipal Airport,Non-Fatal,Substantial,Airplane,N5929t,CESSNA,172R,No,1.0,Reciprocating,,Instructional,,0.0,0.0,0.0,1.0,VMC,Unknown,The student pilot's loss of directional control during the landing.,25-09-2020,1.0,0.0,0.0,False,0.0,0.0,False
20110214X63834,Accident,ERA11WA143,2011-01-28,"Patrimonio Regina City, Brazil",Brazil,,,Fatal,Substantial,Airplane,PT-BOR,BEECH,58,No,2.0,Unknown,,Unknown,,3.0,0.0,0.0,0.0,Unknown,Unknown,,03-11-2020,3.0,3.0,1.0,False,3.0,1.0,False
20110130X33712,Accident,CEN11CA163,2011-01-29,"Cypress, TX",United States,EYQ,Weiser Air Park,Non-Fatal,Substantial,Airplane,N64FM,MOONEY,M20R,No,1.0,Reciprocating,,Personal,,0.0,1.0,0.0,0.0,VMC,Unknown,The student pilots delayed decision to execute a go-around.,25-09-2020,1.0,1.0,1.0,False,1.0,1.0,False
20110131X43010,Accident,WPR11FA114,2011-01-29,"Furnace Creek, CA",United States,L06,Furnace Creek Airport,Fatal,Substantial,Airplane,N50BJ,MOONEY,M20J,No,1.0,Reciprocating,,Personal,,1.0,0.0,0.0,0.0,VMC,Unknown,"The magneto clamps were not securely fastened to the mount, which led to a partial loss of engine power and a subsequent forced landing on unsuitable terrain.",25-09-2020,1.0,1.0,1.0,False,1.0,1.0,False
20110202X33535,Accident,ERA11CA131,2011-01-29,"Atlanta, GA",United States,PDK,Dekalb-Peachtree Airport,Non-Fatal,Substantial,Airplane,N9127F,PIPER,PA-28-161,No,1.0,Reciprocating,,Personal,Steve Shaner,0.0,0.0,0.0,1.0,VMC,Unknown,The pilot's wrong turn while taxiing resulting in a collision with a sign.,25-09-2020,1.0,0.0,0.0,False,0.0,0.0,False
20110202X50601,Accident,ERA11CA132,2011-01-29,"St. Petersburg, FL",United States,SPG,Albert Whitten Airport,Non-Fatal,Substantial,Airplane,N6013J,CESSNA,172S,No,1.0,Reciprocating,,Instructional,BAY AIR FLYING SERVICE INC,0.0,0.0,0.0,1.0,VMC,Unknown,The student pilot's failure to maintain directional control while attempting to turn the airplane onto a taxiway after landing.,25-09-2020,1.0,0.0,0.0,False,0.0,0.0,False
20110202X53133,Accident,CEN11CA170,2011-01-29,"Meeker, CO",United States,EEO,Meeker Airport,Non-Fatal,Substantial,Airplane,N7199E,CESSNA,182,No,1.0,Reciprocating,,Personal,,0.0,0.0,0.0,1.0,VMC,Unknown,The pilots loss of directional control while taxiing due to his improper seat position.,25-09-2020,1.0,0.0,0.0,False,0.0,0.0,False
20110130X15517,Accident,WPR11LA113,2011-01-30,"Big Bear City, CA",United States,L35,Big Bear City Airport,Non-Fatal,Substantial,Airplane,N64RJ,PIPER,PA-30,No,2.0,Reciprocating,,Personal,Tower General Construction Inc,0.0,0.0,1.0,0.0,VMC,Unknown,The pilots failure to maintain the minimum single-engine control speed while on final approach for landing. Contributing to the accident was the pilot's decision to fly with a known deficiency in one engine and a loss of power in that engine for reasons that could not be determined because postaccident examination did not reveal any mechanical failures or malfunctions that would have precluded normal operation.,25-09-2020,0.0,0.0,0.0,False,0.0,0.0,False
20110131X04305,Accident,WPR11FA116,2011-01-30,"Adrian, OR",United States,,,Fatal,Substantial,Airplane,N3083Q,CESSNA,182K,No,1.0,Reciprocating,,Personal,Andrey Pasechnikov,3.0,0.0,0.0,0.0,VMC,Unknown,The non-instrument-rated pilot did not maintain sufficient altitude to clear mountainous terrain while in cruise flight in the dark.,25-09-2020,3.0,3.0,1.0,False,3.0,1.0,False
20110131X11636,Accident,CEN11LA164,2011-01-30,"Bennett, CO",United States,FTG,Front Range Airport,Non-Fatal,Substantial,Airplane,N787CB,CIRRUS DESIGN CORP,SR22,No,1.0,Reciprocating,,Personal,,0.0,1.0,0.0,0.0,VMC,Unknown,The pilot's failure to maintain control of the airplane during an instrument approach due to spatial disorientation.,25-09-2020,1.0,1.0,1.0,False,1.0,1.0,False
20110202X02535,Accident,CEN11LA169,2011-01-30,"Chesapeake, OH",United States,HTW,Lawrence County Airpark,Non-Fatal,Substantial,Airplane,N55212,CESSNA,172P,No,1.0,Reciprocating,,Personal,ATTITUDE AVIATION INC,0.0,2.0,0.0,0.0,VMC,Unknown,The partial loss of engine power due to carburetor icing and the pilots delayed use of carburetor heat and failure to attain the proper touchdown point on the runway during the precautionary landing.,25-09-2020,2.0,2.0,1.0,False,2.0,1.0,False
20110131X14558,Accident,WPR11FA117,2011-01-31,"Glendora, CA",United States,,,Non-Fatal,Substantial,Airplane,N6922A,CESSNA,172,No,1.0,Reciprocating,,Instructional,Gene A. Yu,0.0,1.0,1.0,0.0,VMC,Unknown,The flight crew's failure to maintain adequate terrain clearance while maneuvering in downdraft conditions over mountains.,25-09-2020,1.0,1.0,0.5,False,1.0,1.0,False
20110224X33517,Accident,ERA11WA160,2011-01-31,"Novo Repartimento, Brazil",Brazil,,Uniao Farm,Fatal,Destroyed,Airplane,PT-KAS,CESSNA,182,No,1.0,Unknown,,Unknown,,2.0,0.0,0.0,0.0,VMC,Unknown,,03-11-2020,2.0,2.0,1.0,True,2.0,1.0,True
20110201X60626,Accident,WPR11CA118,2011-02-01,"Eastsound, WA",United States,ORS,Orcas Island,Non-Fatal,Substantial,Airplane,N2718R,CESSNA,182,No,1.0,Reciprocating,,Personal,Blinn Family Trust,0.0,0.0,1.0,0.0,VMC,Unknown,"The pilots failure to properly secure the airplane prior to rotating the propeller by hand, resulting in inadvertent movement of the airplane and collision with a building.",25-09-2020,0.0,0.0,0.0,False,0.0,0.0,False
20110204X62230,Accident,CEN11LA173,2011-02-03,"Albuquerque, NM",United States,ABQ,Albuquerque Intl Sunport Arpt,Non-Fatal,Substantial,Airplane,N5802C,CESSNA,402,No,2.0,Reciprocating,NSCH,Unknown,South Aero Inc,0.0,0.0,0.0,1.0,VMC,Unknown,The failure of the landing gear system for undetermined reasons.,25-09-2020,1.0,0.0,0.0,False,0.0,0.0,False
20110206X35319,Accident,ERA11CA134,2011-02-05,"Sebago Lake, ME",United States,,,Non-Fatal,Substantial,Airplane,N3806M,PIPER,PA-12,No,1.0,Reciprocating,,Personal,"Randall, Richard Carl",0.0,0.0,1.0,0.0,IMC,Unknown,The pilots initiation of a right turn with insufficient altitude remaining during an aborted landing resulting in a collision with the landing surface.,25-09-2020,0.0,0.0,0.0,False,0.0,0.0,False
20110207X85020,Accident,WPR11CA126,2011-02-05,"Minden, NV",United States,MEV,Minden,Non-Fatal,Substantial,Airplane,N2603Y,PIPER,PA-28-181,No,1.0,Reciprocating,,Instructional,,0.0,0.0,0.0,1.0,VMC,Unknown,The pilot's loss of directional control during landing.,25-09-2020,1.0,0.0,0.0,False,0.0,0.0,False
20110209X64231,Accident,WPR11WA129,2011-02-05,"Bathurst Island, Australia, Australia",Australia,,,Fatal,Substantial,Airplane,VH-XGX,CESSNA,310R,No,2.0,Reciprocating,,Unknown,Private Individual,1.0,0.0,0.0,0.0,Unknown,Unknown,,03-11-2020,1.0,1.0,1.0,False,1.0,1.0,False
20110224X63853,Accident,ERA11WA161,2011-02-05,"Itinga, Brazil",Brazil,,,Fatal,Substantial,Airplane,PT-FFG,CESSNA,A188B,No,1.0,Unknown,,Aerial Application,Globo Aviacao Agricola Ltda,1.0,0.0,0.0,0.0,Unknown,Unknown,,03-11-2020,1.0,1.0,1.0,False,1.0,1.0,False
20110310X15506,Accident,CEN11CA221,2011-02-05,"Gonzales, LA",United States,,,Non-Fatal,Substantial,Airplane,N11790,CESSNA,150L,No,1.0,Reciprocating,,Instructional,Michael Schaff,0.0,0.0,0.0,2.0,VMC,Unknown,"The flight instructor's failure to monitor the available fuel supply, which resulted in a loss of engine power due to fuel exhaustion.",25-09-2020,2.0,0.0,0.0,False,0.0,0.0,False
20110207X10915,Accident,WPR11CA124,2011-02-06,"Quartzsite, AZ",United States,PVT,Quartzsite Airstrip,Non-Fatal,Substantial,Airplane,N8859X,CESSNA,182D,No,1.0,Reciprocating,,Personal,,0.0,0.0,0.0,2.0,VMC,Unknown,"The pilot's inadequate compensation for the wind and subsequent loss of directional control, which resulted in a runway excursion and collision with a parked aircraft.",25-09-2020,2.0,0.0,0.0,False,0.0,0.0,False
20110209X12851,Accident,CEN11LA178,2011-02-07,"Danville, IL",United States,KDNV,Vermilion Regional Airport,Non-Fatal,Substantial,Airplane,N6XZ,Beech,A36,No,1.0,Reciprocating,,Business,Kahler Automation Corporation,0.0,0.0,0.0,3.0,VMC,Unknown,The pilot's failure to maintain directional control during the landing roll.,25-09-2020,3.0,0.0,0.0,False,0.0,0.0,False
20110210X62045,Accident,ERA11CA138,2011-02-07,"Meriden, CT",United States,MMK,Meriden Markham Municipal,Non-Fatal,Substantial,Airplane,N9622Q,CESSNA,172,No,1.0,Reciprocating,,Instructional,"Sky Jane, LLC",0.0,0.0,0.0,1.0,VMC,Unknown,"The student pilot's loss of directional control during the landing rollout, resulting in a runway excursion.",25-09-2020,1.0,0.0,0.0,False,0.0,0.0,False
20110210X85256,Accident,CEN11CA181,2011-02-08,"Lansing, IL",United States,IGQ,Lansing Municipal Airport,Non-Fatal,Substantial,Airplane,N4643R,PIPER,PA-28-140,No,1.0,Reciprocating,,Personal,,0.0,0.0,0.0,1.0,VMC,Unknown,The pilots loss of directional control during the landing.,25-09-2020,1.0,0.0,0.0,False,0.0,0.0,False
20110210X63852,Accident,ERA11LA139,2011-02-10,"Lincoln Park, NJ",United States,,,Non-Fatal,Substantial,Airplane,N25HD,CESSNA,182P,No,1.0,Reciprocating,,Personal,,0.0,0.0,1.0,0.0,VMC,Unknown,"The pilots inadequate preflight inspection (removal of water contamination from the fuel system), which resulted in a total loss of engine power.",25-09-2020,0.0,0.0,0.0,False,0.0,0.0,False
20110210X90227,Accident,WPR11LA131,2011-02-10,"Novato, CA",United States,DVO,Gnoss Field,Non-Fatal,Substantial,Airplane,N2659E,AERONCA,7AC,No,1.0,Reciprocating,,Personal,,0.0,0.0,0.0,1.0,VMC,Unknown,"The pilot's use of a non-vented fuel cap, which resulted in a total loss of engine power due to fuel starvation.",25-09-2020,1.0,0.0,0.0,False,0.0,0.0,False
20110323X31754,Accident,ANC11WA019,2011-02-10,"Mission, British Columbia, Canada",Canada,,,Fatal,Substantial,Airplane,,CESSNA,150,No,1.0,Unknown,,Unknown,,2.0,0.0,0.0,0.0,Unknown,Unknown,,03-11-2020,2.0,2.0,1.0,False,2.0,1.0,False
20110213X31950,Accident,ERA11LA141,2011-02-11,"Baltimore, MD",United States,BWI,Baltimore/Wash. Int. Airport,Non-Fatal,Substantial,Airplane,N31NW,PIPER,PA-31-350,No,2.0,Reciprocating,SCHD,Executive/corporate,LABORATORY CORP OF AMERICA HOLDINGS INC,0.0,0.0,0.0,1.0,VMC,Unknown,An in-flight overload failure of the left elevator inboard balance weight rib for undetermined reasons.,25-09-2020,1.0,0.0,0.0,False,0.0,0.0,False
20110211X50626,Accident,WPR11CA132,2011-02-11,"Baker Lake, WA",United States,,,Non-Fatal,Substantial,Airplane,N9768A,CESSNA,170A,No,1.0,Reciprocating,,Personal,,0.0,1.0,0.0,0.0,VMC,Unknown,The pilot's encounter with soft terrain during an attempted takeoff from a dry lake bed.,25-09-2020,1.0,1.0,1.0,False,1.0,1.0,False
20110214X34633,Accident,CEN11LA182,2011-02-12,"Trenton, MI",United States,,,Non-Fatal,Substantial,Airplane,N6622G,CESSNA,150L,No,1.0,Reciprocating,,Banner Tow,DRAKE AERIAL ENTERPRISES LLC DBA,0.0,0.0,0.0,1.0,VMC,Unknown,"The loss of preload torque on a connecting rod nut and bolt, which precipitated a separation of the connecting rod from the engine's crankshaft and resulted in the total loss of engine power.",25-09-2020,1.0,0.0,0.0,False,0.0,0.0,False
20110214X61717,Accident,CEN11LA183,2011-02-12,"Minneapolis, MN",United States,MIC,Crystal Airport,Non-Fatal,Substantial,Airplane,N536PU,PIPER,PA-28-161,No,1.0,Reciprocating,,Personal,METRO AIRCRAFT CO,0.0,0.0,0.0,3.0,VMC,Unknown,The pilot's loss of directional control during the landing.,25-09-2020,3.0,0.0,0.0,False,0.0,0.0,False
20110214X74733,Accident,CEN11CA184,2011-02-12,"Poplar Grove, IL",United States,C77,Poplar Grove Airport,Non-Fatal,Substantial,Airplane,N733TM,CESSNA,172N,No,1.0,Reciprocating,,Instructional,POPLAR GROVE AIRMOTIVE INC,0.0,0.0,0.0,1.0,VMC,Unknown,The student pilot's failure to maintain directional control of the airplane during the takeoff.,25-09-2020,1.0,0.0,0.0,False,0.0,0.0,False
20110215X93813,Accident,CEN11LA188,2011-02-12,"Springdale, AR",United States,KASG,Springdale Municipal Airport,Non-Fatal,Substantial,Airplane,N3257J,CESSNA,150G,No,1.0,Unknown,,Personal,,0.0,2.0,0.0,0.0,VMC,Unknown,"The pilots improper fuel management, which resulted in a loss of engine power due to fuel exhaustion.",25-09-2020,2.0,2.0,1.0,False,2.0,1.0,False
20110302X42700,Accident,WPR11CA152,2011-02-13,"Lancaster, CA",United States,WJF,General Wm J Fox Airfield,Non-Fatal,Substantial,Airplane,N31FC,CESSNA,172,No,1.0,Reciprocating,,Instructional,Noel Murphy,0.0,0.0,0.0,3.0,VMC,Unknown,The student pilot's improper flare which resulted in a hard landing. Contributing to the accident was the certified flight instructor's delayed remedial action.,25-09-2020,3.0,0.0,0.0,False,0.0,0.0,False
20110216X23820,Accident,ERA11CA144,2011-02-14,"Plattsburgh, NY",United States,KPBG,Plattsburgh International,Non-Fatal,Substantial,Airplane,N2593L,CESSNA,172H,No,1.0,Reciprocating,,Instructional,"Vermont Flight Academy, Inc",0.0,0.0,0.0,2.0,VMC,Unknown,The student pilot's loss of directional control during the landing flare in gusting wind conditions and the certified flight instructor's delayed remedial action.,25-09-2020,2.0,0.0,0.0,False,0.0,0.0,False
20110222X14949,Incident,DCA11WA028,2011-02-14,"Pekanbaru, Indonesia",Indonesia,WIBB,Pekanbaru,Non-Fatal,Minor,Airplane,PK-LFI,BOEING,737,No,2.0,Unknown,SCHD,Unknown,Lion Air,0.0,0.0,0.0,216.0,Unknown,Unknown,<br /><br />,03-11-2020,216.0,0.0,0.0,False,0.0,0.0,False
20110325X30059,Accident,ERA11WA209,2011-02-14,"Palora, Spain",Spain,,,Non-Fatal,Substantial,Airplane,HC-CDL,CESSNA,182,No,1.0,Reciprocating,,Unknown,Fundacion Amazonica,0.0,2.0,2.0,0.0,VMC,Unknown,,03-11-2020,2.0,2.0,0.5,False,2.0,1.0,False
20110216X62540,Accident,WPR11LA135,2011-02-15,"Wikieup, AZ",United States,,,Non-Fatal,Substantial,Airplane,N2561L,CESSNA,172H,No,1.0,Reciprocating,,Instructional,Sheble Aviation,0.0,0.0,0.0,2.0,VMC,Unknown,A total loss of engine power during cruise flight resulting from the failure of a fuel line. Contributing to the accident was inadequate maintenance inspections that failed to detect the deteriorating fuel line.,25-09-2020,2.0,0.0,0.0,False,0.0,0.0,False
20110217X85438,Accident,ERA11CA147,2011-02-15,"Daytona Beach, FL",United States,DAB,Daytona Beach International,Non-Fatal,Substantial,Airplane,N378FA,CESSNA,172S,No,1.0,Reciprocating,,Instructional,Phoenix East Aviation Inc.,0.0,0.0,0.0,1.0,VMC,Unknown,The pilot's inadequate flare that resulted in a hard landing.,25-09-2020,1.0,0.0,0.0,False,0.0,0.0,False
20110222X15822,Incident,DCA11WA029,2011-02-15,"Pekanbaru, Indonesia",Indonesia,WIBB,Pekanbaru,Non-Fatal,Minor,Airplane,PK-LHH,Boeing,737,No,2.0,Unknown,SCHD,Unknown,Lion Air,0.0,0.0,0.0,226.0,Unknown,Unknown,<br /><br />,03-11-2020,226.0,0.0,0.0,False,0.0,0.0,False
20110317X95254,Accident,DCA11WA033,2011-02-16,"Madinah, Saudi Arabia",Saudi Arabia,OMEL,Mohammad Bin Abdulaziz Airport,Non-Fatal,Substantial,Airplane,HZ-AIS,BOEING,747,No,1.0,Unknown,SCHD,Unknown,SAUDI ARABIAN AIRLINES CORP,0.0,0.0,0.0,278.0,Unknown,Unknown,,03-11-2020,278.0,0.0,0.0,False,0.0,0.0,False
20110216X14239,Accident,ERA11FA146,2011-02-16,"New Smyrna Beach, FL",United States,,,Fatal,Substantial,Airplane,N6345L,CESSNA,172S,No,1.0,Reciprocating,,Instructional,Phoenix East Aviation,2.0,0.0,0.0,0.0,VMC,Unknown,The flight instructor's failure to recognize or implement adequate remedial action to counter the effects of spatial disorientation. Contributing to the accident was the spatial disorientation experienced by one or both pilots.,25-09-2020,2.0,2.0,1.0,False,2.0,1.0,False
20110216X63715,Accident,WPR11LA136,2011-02-16,"Twin Falls, ID",United States,TWF,Twin Falls Joslin Field,Non-Fatal,Substantial,Airplane,N7153Z,PIPER,PA18,No,1.0,Reciprocating,NSCH,Unknown,Mike Walker,0.0,2.0,0.0,0.0,VMC,Unknown,"The pilots failure to compensate for the wind, which resulted in the airplane being blown over after completion of the landing roll.",25-09-2020,2.0,2.0,1.0,False,2.0,1.0,False
20110218X15530,Accident,ERA11LA149,2011-02-17,"Jonesborough, TN",United States,NONE,Private Airstrip,Non-Fatal,Substantial,Airplane,N7237S,CESSNA,150H,No,1.0,Reciprocating,,Personal,William Garst,0.0,0.0,0.0,1.0,VMC,Unknown,A partial loss of engine power during initial climb for undetermined reasons.,25-09-2020,1.0,0.0,0.0,False,0.0,0.0,False
20110218X04149,Accident,CEN11FA195,2011-02-18,"Levelland, TX",United States,LLN,Levelland Municipal,Fatal,Substantial,Airplane,N325LA,CESSNA,182P,No,1.0,Reciprocating,,Personal,FRANKLIN GERY,2.0,0.0,2.0,0.0,VMC,Unknown,The pilots failure to maintain control of the airplane during a landing and subsequent go-around with a crosswind.,25-09-2020,2.0,2.0,0.5,False,2.0,1.0,False
20110223X25058,Accident,ERA11LA154,2011-02-18,"Reading, PA",United States,RDG,Reading Regional,Non-Fatal,Substantial,Airplane,N11625,CESSNA,177B,No,1.0,Reciprocating,,Personal,,0.0,0.0,0.0,2.0,VMC,Unknown,"Inadequate maintenance inspection of the airplane which resulted in a shift of the shock mounted portion of the pilot's instrument panel, causing an interference of the pitch control during takeoff.",25-09-2020,2.0,0.0,0.0,False,0.0,0.0,False
20110310X04200,Accident,CEN11FA220,2011-02-19,"Romeoville, IL",United States,KLOT,Lewis University Airport,Non-Fatal,Substantial,Airplane,N888DF,Mooney,M20J,No,1.0,Reciprocating,,Personal,"DLM Holding Group, LLC",0.0,0.0,0.0,2.0,VMC,Unknown,The collapse of the left main landing gear during the landing roll for undetermined reasons.,25-09-2020,2.0,0.0,0.0,False,0.0,0.0,False
20110919X53553,Incident,ENG11WA049,2011-02-21,"Casablanca, Morocco, Macao",Macao,CMMN,"Casablanca, Morocco",Non-Fatal,,Airplane,CN-ROR,BOEING,737,No,2.0,Unknown,SCHD,Unknown,Royal Air Maroc,0.0,0.0,0.0,110.0,Unknown,Unknown,,03-11-2020,110.0,0.0,0.0,False,0.0,0.0,False
20110228X93029,Accident,CEN11CA208,2011-02-22,"Prospect Heights, IL",United States,PWK,Chicago Executive Airport,Non-Fatal,Substantial,Airplane,N12LK,BEECH,58,No,2.0,Reciprocating,,Personal,,0.0,0.0,0.0,1.0,VMC,Unknown,"The pilot's inadequate flare, which resulted in a hard landing.",25-09-2020,1.0,0.0,0.0,False,0.0,0.0,False
